"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/DeviationStepRenderer.java","3","61","The class 'DeviationStepRenderer' has a total cyclomatic complexity of 36 (highest 22).","Design","CyclomaticComplexity"
"1","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/GradientXYBarPainter.java","3","55","The class 'GradientXYBarPainter' has a total cyclomatic complexity of 34 (highest 11).","Design","CyclomaticComplexity"
"1","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/HighLowRenderer.java","3","77","Possible God Class (WMC=51, ATFD=42, TCC=0.000%)","Design","GodClass"
"2","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/HighLowRenderer.java","3","77","The class 'HighLowRenderer' has a total cyclomatic complexity of 51 (highest 26).","Design","CyclomaticComplexity"
"1","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/SamplingXYLineRenderer.java","3","68","The class 'SamplingXYLineRenderer' has a total cyclomatic complexity of 21 (highest 10).","Design","CyclomaticComplexity"
"1","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/StackedXYAreaRenderer.java","3","39","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/StackedXYAreaRenderer.java","3","90","Possible God Class (WMC=60, ATFD=76, TCC=0.000%)","Design","GodClass"
"3","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/StackedXYAreaRenderer.java","3","90","The class 'StackedXYAreaRenderer' has a total cyclomatic complexity of 60 (highest 37).","Design","CyclomaticComplexity"
"1","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/StackedXYAreaRenderer2.java","3","71","The class 'StackedXYAreaRenderer2' has a total cyclomatic complexity of 46 (highest 22).","Design","CyclomaticComplexity"
"1","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/StackedXYBarRenderer.java","3","74","Possible God Class (WMC=53, ATFD=28, TCC=0.000%)","Design","GodClass"
"2","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/StackedXYBarRenderer.java","3","74","The class 'StackedXYBarRenderer' has a total cyclomatic complexity of 53 (highest 38).","Design","CyclomaticComplexity"
"1","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/StandardXYBarPainter.java","3","57","The class 'StandardXYBarPainter' has a total cyclomatic complexity of 23 (highest 9).","Design","CyclomaticComplexity"
"1","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/StandardXYItemRenderer.java","3","44","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/StandardXYItemRenderer.java","3","90","Possible God Class (WMC=100, ATFD=78, TCC=1.379%)","Design","GodClass"
"3","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/StandardXYItemRenderer.java","3","90","The class 'StandardXYItemRenderer' has a total cyclomatic complexity of 100 (highest 40).","Design","CyclomaticComplexity"
"1","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/VectorRenderer.java","3","65","The class 'VectorRenderer' has a total cyclomatic complexity of 30 (highest 8).","Design","CyclomaticComplexity"
"1","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYAreaRenderer.java","3","40","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYAreaRenderer.java","3","86","Possible God Class (WMC=70, ATFD=94, TCC=0.585%)","Design","GodClass"
"3","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYAreaRenderer.java","3","86","The class 'XYAreaRenderer' has a total cyclomatic complexity of 70 (highest 30).","Design","CyclomaticComplexity"
"1","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYAreaRenderer2.java","3","80","The class 'XYAreaRenderer2' has a total cyclomatic complexity of 32 (highest 12).","Design","CyclomaticComplexity"
"1","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYBarRenderer.java","3","41","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYBarRenderer.java","3","89","Possible God Class (WMC=133, ATFD=143, TCC=0.116%)","Design","GodClass"
"3","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYBarRenderer.java","3","89","The class 'XYBarRenderer' has a total cyclomatic complexity of 133 (highest 32).","Design","CyclomaticComplexity"
"1","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYBlockRenderer.java","3","70","Possible God Class (WMC=52, ATFD=42, TCC=2.614%)","Design","GodClass"
"2","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYBlockRenderer.java","3","70","The class 'XYBlockRenderer' has a total cyclomatic complexity of 52 (highest 10).","Design","CyclomaticComplexity"
"1","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYBoxAndWhiskerRenderer.java","3","89","Possible God Class (WMC=69, ATFD=93, TCC=0.000%)","Design","GodClass"
"2","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYBoxAndWhiskerRenderer.java","3","89","The class 'XYBoxAndWhiskerRenderer' has a total cyclomatic complexity of 69 (highest 24).","Design","CyclomaticComplexity"
"1","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYBubbleRenderer.java","3","68","The class 'XYBubbleRenderer' has a total cyclomatic complexity of 33 (highest 15).","Design","CyclomaticComplexity"
"1","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYDifferenceRenderer.java","3","41","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYDifferenceRenderer.java","3","86","Possible God Class (WMC=115, ATFD=86, TCC=0.000%)","Design","GodClass"
"3","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYDifferenceRenderer.java","3","86","The class 'XYDifferenceRenderer' has a total cyclomatic complexity of 115 (highest 51).","Design","CyclomaticComplexity"
"1","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYDotRenderer.java","3","69","The class 'XYDotRenderer' has a total cyclomatic complexity of 32 (highest 7).","Design","CyclomaticComplexity"
"1","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYErrorRenderer.java","3","71","The class 'XYErrorRenderer' has a total cyclomatic complexity of 37 (highest 12).","Design","CyclomaticComplexity"
"1","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYLineAndShapeRenderer.java","3","37","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYLineAndShapeRenderer.java","3","82","Possible God Class (WMC=116, ATFD=85, TCC=0.997%)","Design","GodClass"
"3","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYLineAndShapeRenderer.java","3","82","The class 'XYLineAndShapeRenderer' has a total cyclomatic complexity of 116 (highest 15).","Design","CyclomaticComplexity"
"1","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYShapeRenderer.java","3","38","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYShapeRenderer.java","3","89","Possible God Class (WMC=54, ATFD=50, TCC=0.362%)","Design","GodClass"
"3","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYShapeRenderer.java","3","89","The class 'XYShapeRenderer' has a total cyclomatic complexity of 54 (highest 14).","Design","CyclomaticComplexity"
"1","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYSplineRenderer.java","3","73","Possible God Class (WMC=50, ATFD=58, TCC=0.000%)","Design","GodClass"
"2","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYSplineRenderer.java","3","73","The class 'XYSplineRenderer' has a total cyclomatic complexity of 50 (highest 27).","Design","CyclomaticComplexity"
"1","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYStepAreaRenderer.java","3","69","Possible God Class (WMC=70, ATFD=56, TCC=0.735%)","Design","GodClass"
"2","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYStepAreaRenderer.java","3","69","The class 'XYStepAreaRenderer' has a total cyclomatic complexity of 70 (highest 33).","Design","CyclomaticComplexity"
"1","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYStepRenderer.java","3","75","The class 'XYStepRenderer' has a total cyclomatic complexity of 34 (highest 15).","Design","CyclomaticComplexity"
"1","org.jfree.chart.renderer.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/renderer/xy/YIntervalRenderer.java","3","76","The class 'YIntervalRenderer' has a total cyclomatic complexity of 20 (highest 9).","Design","CyclomaticComplexity"
"1","org.jfree.chart.swing","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/swing/ChartPanel.java","3","50","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.chart.swing","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/swing/ChartPanel.java","3","136","Possible God Class (WMC=302, ATFD=380, TCC=7.740%)","Design","GodClass"
"3","org.jfree.chart.swing","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/swing/ChartPanel.java","3","136","The class 'ChartPanel' has a total cyclomatic complexity of 302 (highest 21).","Design","CyclomaticComplexity"
"1","org.jfree.chart.swing","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/swing/CrosshairOverlay.java","3","37","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.chart.swing","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/swing/CrosshairOverlay.java","3","71","Possible God Class (WMC=87, ATFD=208, TCC=7.018%)","Design","GodClass"
"3","org.jfree.chart.swing","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/swing/CrosshairOverlay.java","3","71","The class 'CrosshairOverlay' has a total cyclomatic complexity of 87 (highest 10).","Design","CyclomaticComplexity"
"1","org.jfree.chart.swing","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/swing/DefaultSelectionZoomStrategy.java","3","56","The class 'DefaultSelectionZoomStrategy' has a total cyclomatic complexity of 28 (highest 5).","Design","CyclomaticComplexity"
"1","org.jfree.chart.swing","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/swing/PolarChartPanel.java","3","65","The class 'PolarChartPanel' has a total cyclomatic complexity of 20 (highest 5).","Design","CyclomaticComplexity"
"1","org.jfree.chart.swing.editor","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/swing/editor/DefaultAxisEditor.java","3","66","The class 'DefaultAxisEditor' has a total cyclomatic complexity of 28 (highest 4).","Design","CyclomaticComplexity"
"1","org.jfree.chart.swing.editor","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/swing/editor/DefaultPlotEditor.java","3","39","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.chart.swing.editor","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/swing/editor/DefaultPlotEditor.java","3","75","Possible God Class (WMC=67, ATFD=88, TCC=14.167%)","Design","GodClass"
"3","org.jfree.chart.swing.editor","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/swing/editor/DefaultPlotEditor.java","3","75","The class 'DefaultPlotEditor' has a total cyclomatic complexity of 67 (highest 23).","Design","CyclomaticComplexity"
"1","org.jfree.chart.swing.editor","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/swing/editor/DefaultValueAxisEditor.java","3","62","The class 'DefaultValueAxisEditor' has a total cyclomatic complexity of 35 (highest 7).","Design","CyclomaticComplexity"
"1","org.jfree.chart.swing.editor","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/swing/editor/LCBLayout.java","3","41","The class 'LCBLayout' has a total cyclomatic complexity of 28 (highest 11).","Design","CyclomaticComplexity"
"1","org.jfree.chart.text","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/text/TextBlock.java","3","29","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.chart.text","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/text/TextBlock.java","3","50","The class 'TextBlock' has a total cyclomatic complexity of 37 (highest 16).","Design","CyclomaticComplexity"
"1","org.jfree.chart.text","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/text/TextBox.java","3","52","Possible God Class (WMC=48, ATFD=20, TCC=1.299%)","Design","GodClass"
"2","org.jfree.chart.text","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/text/TextBox.java","3","52","The class 'TextBox' has a total cyclomatic complexity of 48 (highest 11).","Design","CyclomaticComplexity"
"1","org.jfree.chart.text","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/text/TextFragment.java","3","50","The class 'TextFragment' has a total cyclomatic complexity of 28 (highest 7).","Design","CyclomaticComplexity"
"1","org.jfree.chart.text","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/text/TextLine.java","3","44","The class 'TextLine' has a total cyclomatic complexity of 24 (highest 4).","Design","CyclomaticComplexity"
"1","org.jfree.chart.text","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/text/TextUtils.java","3","48","Possible God Class (WMC=83, ATFD=124, TCC=1.299%)","Design","GodClass"
"2","org.jfree.chart.text","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/text/TextUtils.java","3","48","The class 'TextUtils' has a total cyclomatic complexity of 83 (highest 9).","Design","CyclomaticComplexity"
"1","org.jfree.chart.text.format","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/text/format/LogFormat.java","3","49","The class 'LogFormat' has a total cyclomatic complexity of 20 (highest 8).","Design","CyclomaticComplexity"
"1","org.jfree.chart.text.format","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/text/format/RelativeDateFormat.java","3","52","Possible God Class (WMC=48, ATFD=15, TCC=2.000%)","Design","GodClass"
"2","org.jfree.chart.text.format","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/text/format/RelativeDateFormat.java","3","52","The class 'RelativeDateFormat' has a total cyclomatic complexity of 48 (highest 16).","Design","CyclomaticComplexity"
"1","org.jfree.chart.title","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/title/ImageTitle.java","3","67","The class 'ImageTitle' has a total cyclomatic complexity of 35 (highest 7).","Design","CyclomaticComplexity"
"1","org.jfree.chart.title","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/title/ShortTextTitle.java","3","57","The class 'ShortTextTitle' has a total cyclomatic complexity of 31 (highest 20).","Design","CyclomaticComplexity"
"1","org.jfree.chart.title","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/title/TextTitle.java","3","38","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.chart.title","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/title/TextTitle.java","3","79","Possible God Class (WMC=112, ATFD=110, TCC=4.032%)","Design","GodClass"
"3","org.jfree.chart.title","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/title/TextTitle.java","3","79","The class 'TextTitle' has a total cyclomatic complexity of 112 (highest 18).","Design","CyclomaticComplexity"
"1","org.jfree.chart.title","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/title/Title.java","3","38","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.chart.title","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/title/Title.java","3","69","The class 'Title' has a total cyclomatic complexity of 36 (highest 8).","Design","CyclomaticComplexity"
"1","org.jfree.chart.urls","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/urls/CustomCategoryURLGenerator.java","3","48","The class 'CustomCategoryURLGenerator' has a total cyclomatic complexity of 22 (highest 10).","Design","CyclomaticComplexity"
"1","org.jfree.chart.urls","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/urls/CustomPieURLGenerator.java","3","56","The class 'CustomPieURLGenerator' has a total cyclomatic complexity of 20 (highest 8).","Design","CyclomaticComplexity"
"1","org.jfree.chart.urls","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/urls/CustomXYURLGenerator.java","3","60","The class 'CustomXYURLGenerator' has a total cyclomatic complexity of 22 (highest 10).","Design","CyclomaticComplexity"
"1","org.jfree.chart.urls","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/urls/TimeSeriesURLGenerator.java","3","51","The class 'TimeSeriesURLGenerator' has a total cyclomatic complexity of 21 (highest 8).","Design","CyclomaticComplexity"
"1","org.jfree.chart.util","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/util/AttrStringUtils.java","3","52","The class 'AttrStringUtils' has a total cyclomatic complexity of 32 (highest 9).","Design","CyclomaticComplexity"
"1","org.jfree.chart.util","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/util/DefaultShadowGenerator.java","3","53","The class 'DefaultShadowGenerator' has a total cyclomatic complexity of 28 (highest 9).","Design","CyclomaticComplexity"
"1","org.jfree.chart.util","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/util/PaintAlpha.java","3","37","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.chart.util","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/chart/util/PaintAlpha.java","3","70","The class 'PaintAlpha' has a total cyclomatic complexity of 28 (highest 10).","Design","CyclomaticComplexity"
"1","org.jfree.data","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/ComparableObjectSeries.java","3","54","Possible God Class (WMC=54, ATFD=9, TCC=16.374%)","Design","GodClass"
"2","org.jfree.data","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/ComparableObjectSeries.java","3","54","The class 'ComparableObjectSeries' has a total cyclomatic complexity of 54 (highest 13).","Design","CyclomaticComplexity"
"1","org.jfree.data","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/DataUtils.java","3","47","The class 'DataUtils' has a total cyclomatic complexity of 32 (highest 6).","Design","CyclomaticComplexity"
"1","org.jfree.data","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/DefaultKeyedValues.java","3","57","Possible God Class (WMC=47, ATFD=16, TCC=23.333%)","Design","GodClass"
"2","org.jfree.data","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/DefaultKeyedValues.java","3","57","The class 'DefaultKeyedValues' has a total cyclomatic complexity of 47 (highest 9).","Design","CyclomaticComplexity"
"1","org.jfree.data","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/DefaultKeyedValues2D.java","3","37","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.data","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/DefaultKeyedValues2D.java","3","53","Possible God Class (WMC=61, ATFD=19, TCC=32.857%)","Design","GodClass"
"3","org.jfree.data","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/DefaultKeyedValues2D.java","3","53","The class 'DefaultKeyedValues2D' has a total cyclomatic complexity of 61 (highest 13).","Design","CyclomaticComplexity"
"1","org.jfree.data","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/KeyToGroupMap.java","3","50","The class 'KeyToGroupMap' has a total cyclomatic complexity of 38 (highest 7).","Design","CyclomaticComplexity"
"1","org.jfree.data","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/KeyedObjects.java","3","48","The class 'KeyedObjects' has a total cyclomatic complexity of 41 (highest 9).","Design","CyclomaticComplexity"
"1","org.jfree.data","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/KeyedObjects2D.java","3","49","The class 'KeyedObjects2D' has a total cyclomatic complexity of 63 (highest 14).","Design","CyclomaticComplexity"
"1","org.jfree.data","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/KeyedValueComparator.java","3","48","The class 'KeyedValueComparator' has a total cyclomatic complexity of 21 (highest 18).","Design","CyclomaticComplexity"
"1","org.jfree.data","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/Range.java","3","48","Possible God Class (WMC=54, ATFD=40, TCC=0.000%)","Design","GodClass"
"2","org.jfree.data","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/Range.java","3","48","The class 'Range' has a total cyclomatic complexity of 54 (highest 8).","Design","CyclomaticComplexity"
"1","org.jfree.data.category","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/category/CategoryToPieDataset.java","3","37","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.data.category","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/category/CategoryToPieDataset.java","3","53","The class 'CategoryToPieDataset' has a total cyclomatic complexity of 43 (highest 9).","Design","CyclomaticComplexity"
"1","org.jfree.data.category","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/category/DefaultCategoryDataset.java","3","49","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.data.category","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/category/DefaultCategoryDataset.java","3","66","The class 'DefaultCategoryDataset' has a total cyclomatic complexity of 35 (highest 10).","Design","CyclomaticComplexity"
"1","org.jfree.data.category","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/category/DefaultIntervalCategoryDataset.java","3","57","Possible God Class (WMC=115, ATFD=20, TCC=7.882%)","Design","GodClass"
"2","org.jfree.data.category","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/category/DefaultIntervalCategoryDataset.java","3","57","The class 'DefaultIntervalCategoryDataset' has a total cyclomatic complexity of 115 (highest 14).","Design","CyclomaticComplexity"
"1","org.jfree.data.category","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/category/SlidingCategoryDataset.java","3","43","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.data.category","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/category/SlidingCategoryDataset.java","3","62","The class 'SlidingCategoryDataset' has a total cyclomatic complexity of 40 (highest 6).","Design","CyclomaticComplexity"
"1","org.jfree.data.flow","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/flow/DefaultFlowDataset.java","3","61","The class 'DefaultFlowDataset' has a total cyclomatic complexity of 44 (highest 10).","Design","CyclomaticComplexity"
"1","org.jfree.data.flow","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/flow/FlowDatasetUtils.java","3","47","The class 'FlowDatasetUtils' has a total cyclomatic complexity of 26 (highest 5).","Design","CyclomaticComplexity"
"1","org.jfree.data.gantt","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/gantt/SlidingGanttCategoryDataset.java","3","41","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.data.gantt","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/gantt/SlidingGanttCategoryDataset.java","3","59","The class 'SlidingGanttCategoryDataset' has a total cyclomatic complexity of 81 (highest 6).","Design","CyclomaticComplexity"
"1","org.jfree.data.gantt","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/gantt/Task.java","3","54","The class 'Task' has a total cyclomatic complexity of 22 (highest 7).","Design","CyclomaticComplexity"
"1","org.jfree.data.gantt","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/gantt/TaskSeriesCollection.java","3","37","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.data.gantt","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/gantt/TaskSeriesCollection.java","3","56","Possible God Class (WMC=64, ATFD=43, TCC=21.772%)","Design","GodClass"
"3","org.jfree.data.gantt","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/gantt/TaskSeriesCollection.java","3","56","The class 'TaskSeriesCollection' has a total cyclomatic complexity of 64 (highest 4).","Design","CyclomaticComplexity"
"1","org.jfree.data.gantt","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/gantt/XYTaskDataset.java","3","61","The class 'XYTaskDataset' has a total cyclomatic complexity of 45 (highest 6).","Design","CyclomaticComplexity"
"1","org.jfree.data.general","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/general/DatasetUtils.java","3","44","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.data.general","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/general/DatasetUtils.java","3","81","Possible God Class (WMC=350, ATFD=283, TCC=0.000%)","Design","GodClass"
"3","org.jfree.data.general","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/general/DatasetUtils.java","3","81","The class 'DatasetUtils' has a total cyclomatic complexity of 350 (highest 36).","Design","CyclomaticComplexity"
"1","org.jfree.data.general","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/general/DefaultHeatMapDataset.java","3","52","The class 'DefaultHeatMapDataset' has a total cyclomatic complexity of 42 (highest 18).","Design","CyclomaticComplexity"
